,R_ADJ,R_AGP,R_AGU,R_ALR,R_AOQ,R_APM,R_AQV,R_ARD,R_AUI,R_AUQ,R_AUW,R_AWD,R_AWG,R_AXC,R_BAA,R_BCJ,R_BFU,R_BGS,R_BJO,R_BMT,R_BPM,R_BRL,R_BSP,R_BUC,R_CAT,R_CGJ,R_CKP,R_CNB,R_CNW,R_CRA,R_CRG,R_CSA,R_CSY,R_CUG,R_CVR,R_CZU,R_DBI,R_DBQ,R_DBZ,R_DMT,R_DNW,R_DTF,R_DTS,R_DVH,R_DXQ,R_DXV,R_EAM,R_EBT,R_EER,R_EIH
R_CRG,0.24372615700863676,0.16733376877249762,0.0551159841646005,0.214844599669715,0.35880140217718387,0.1589800583728963,0.4871836824367069,0.16226705932333163,0.2418508525867281,0.2665493277854572,0.30428126765554975,0.21708505062703123,0.3432163038001656,0.42508683450302304,0.24180869658637033,0.11102719904632409,0.23187389513935713,0.21074821736856925,0.2191308488327799,0.19200907212561855,0.19604592773154922,0.2358932651873716,0.2128748951998589,0.1648013814432861,0.09301210930953263,0.27424169742800647,0.12739391595490981,0.1945096128697088,0.39739777323086994,0.25601588289395555,0.0,0.22918816621064736,0.17893782657864474,0.1868875580029585,0.2372122821206615,0.23475559178811617,0.20464918132347404,0.19718213249801142,0.18098378637143936,0.10203276625301928,0.27660565717107616,0.1384639613834643,0.19679564199348532,0.17648412615755465,0.190762337316208,0.24565513118838922,0.17215714006009736,0.21421357279153858,0.18944147931510108,0.10355407382614064
R_CSA,0.44741467709272476,0.08425057020046253,0.26666429996815616,0.20086663845912248,0.4777904915526839,0.17320111724398116,0.6242197530830533,0.1925487100028499,0.5242373965332991,0.381180299912102,0.3857361481501999,0.3186014953689504,0.4866809642553346,0.6419579436618564,0.3639534025009197,0.30299434188300306,0.08218322569466147,0.09801814123366417,0.3721417083405542,0.2187681681368222,0.1683401342484217,0.28917322203247514,0.3302243752724477,0.384573423187152,0.2673937926081894,0.30159411038012807,0.27741342906372174,0.2755627015007732,0.6375068293116309,0.3200811802716478,0.22918816621064736,0.0,0.2637750074121846,0.41608611179010596,0.36067011015079264,0.5199965866525036,0.2794950869314563,0.24460227875784799,0.46640951657986934,0.12825633877079853,0.525432016103786,0.137517145390488,0.25389354973392014,0.2071291888163558,0.3146740030451294,0.1756526169077251,0.21759966727344618,0.31310832914817044,0.21482072071653432,0.23617171991639907
R_CSY,0.1898755572204661,0.21070237425065586,0.23333290244796712,0.2999705643935538,0.21934532786673896,0.2374025509031892,0.354453943472947,0.22462453765985824,0.2805527087985291,0.2335275349157227,0.40061581115122497,0.1103812228008132,0.30412835984723335,0.3818280481731314,0.16341255838648558,0.27318393555219833,0.21890126730655698,0.2224212455037613,0.2112401645844927,0.11600515815021169,0.10779616499652656,0.1145992456346511,0.18349660748099245,0.13590550568089432,0.11173694550170972,0.15510859087777493,0.19189640103026068,0.16693633304173627,0.36324736844937355,0.2099141109229945,0.17893782657864474,0.2637750074121846,0.0,0.17773268940997206,0.1792426280806008,0.2720279268564458,0.20796084410134155,0.2547443107135405,0.25801670721803743,0.1631937412530695,0.3155285637552389,0.21042286873354427,0.21149543225878756,0.2703382940046033,0.21760840516514826,0.2298129253989898,0.25945871105523277,0.30615485778113716,0.27079457749434804,0.15884299472311
R_CUG,0.1283076430402734,0.2881566933848276,0.12893680348502595,0.4209250911270115,0.21446772947070541,0.325064635057285,0.2983039054504624,0.40020749247981025,0.1066910214476527,0.17280229181738316,0.4244718252787046,0.15177030613796605,0.2151310506787199,0.21372760728640353,0.12130032055032125,0.18852848610753675,0.3760916785010134,0.31606851432102445,0.07902459331846434,0.10681320319039461,0.27252891508102645,0.13790229433394224,0.10472760353404702,0.043509320307595335,0.15152189765077959,0.14946465824901395,0.3021600573965349,0.14562529378180136,0.22568064937333399,0.21824160057200506,0.1868875580029585,0.41608611179010596,0.17773268940997206,0.0,0.13453248965562056,0.10247570290121148,0.23609257815527235,0.2909159512847427,0.10675074373263953,0.2528898347199116,0.12300260662926454,0.2841801758970537,0.13508643741026227,0.3276963679110093,0.13332232516480377,0.31067147309595067,0.31978704624079235,0.32072687321722876,0.3665889766859428,0.1515475178366189
R_CVR,0.13645755417905117,0.2353182501644572,0.14831185698710111,0.34237199221778486,0.1430815207636126,0.2713976508656119,0.3002412104481828,0.32228662856081364,0.08851333362531716,0.12554744418073066,0.35720386740536847,0.22816461391889842,0.16560665057260504,0.1811835455303941,0.026808579593332913,0.20165149544766733,0.29665254604744407,0.25934338604964186,0.043961569720348224,0.06557622035877526,0.22584092965480182,0.06417035981971224,0.11103657910773446,0.10385886367584171,0.19451565441176444,0.15949485456052837,0.348709764917521,0.0560967086700106,0.264709503136985,0.2975776354833475,0.2372122821206615,0.36067011015079264,0.1792426280806008,0.13453248965562056,0.0,0.09399864383017228,0.2978547076777936,0.19976544549076242,0.08383996626843658,0.21262140784509367,0.11184198382424095,0.23378835830311862,0.04622159047171635,0.2637884045390935,0.07341304241646193,0.14860159067698842,0.2632702482130876,0.2657297489940768,0.3125846914426557,0.1473977654288888
R_CZU,0.13150863658964398,0.3030375314077092,0.12099853580185446,0.4743046843311428,0.21028972011918526,0.3705699427538842,0.29896488457349923,0.5108730289912878,0.029364321647321095,0.14851882449670134,0.3733025084791547,0.27410278407660105,0.2178223640360768,0.1632239101992333,0.11895863325611453,0.2001433044285945,0.43913701751869233,0.36189945987357885,0.053529523511753926,0.1440022298115908,0.34575826564270384,0.18036449614528294,0.13347405345029972,0.07811584552988396,0.24533201836331564,0.2229041690535514,0.4706239153441707,0.1193876460347533,0.21362601311115173,0.32511666541631157,0.23475559178811617,0.5199965866525036,0.2720279268564458,0.10247570290121148,0.09399864383017228,0.0,0.37038845594808945,0.25745292981283213,0.05003961262035405,0.2632190792255048,0.04119320781852806,0.30692023015990977,0.09911769015306612,0.3211393205778391,0.10824592122781032,0.3315967310916912,0.316037884921013,0.3017405594038073,0.3852134873235755,0.16800964088592849
R_DBI,0.27522646041934207,0.2044109548014861,0.23487541771213521,0.37900522525120645,0.37373573369198004,0.34831775158763156,0.4205053429792844,0.18190233375913956,0.39005855737057893,0.2628832999715711,0.5742516756090192,0.14270643588634235,0.3120312402334292,0.45941683617519236,0.279552762655209,0.22340133411338114,0.3233525013088502,0.34197818889449344,0.3635734432989778,0.26049657377226265,0.2541327967489597,0.25190167178104617,0.21580288002873138,0.2112531102848516,0.2601743960027274,0.22543439704719734,0.27919349467828086,0.2723788305387932,0.384437386786394,0.09299104262194458,0.20464918132347404,0.2794950869314563,0.20796084410134155,0.23609257815527235,0.2978547076777936,0.37038845594808945,0.0,0.3727863610134767,0.32601205611689527,0.2739207344277277,0.3557732805873171,0.3216063713365406,0.36041734490766114,0.3492153291252308,0.34273913642119835,0.3774928127802398,0.36398202846793337,0.423061258279379,0.37231882010987377,0.13184957334647243
R_DBQ,0.3051188055718749,0.12020652087520839,0.1352863982514621,0.19375346148632908,0.40379213011104675,0.16423774566702629,0.6374111392824413,0.2550236936385391,0.2981395903668014,0.27848315572944765,0.11908228185872216,0.34733684064324516,0.47497076250913695,0.5605963913313637,0.2307086930124253,0.0991256441939621,0.2150150427724476,0.1434272015933075,0.16219981175597317,0.13950691956962175,0.21276067211568192,0.2099119734652747,0.20616684672266,0.1781611493388457,0.23165559760558338,0.31146303645639606,0.35779596251735596,0.11408158150322423,0.49785984849754017,0.413251871284717,0.19718213249801142,0.24460227875784799,0.2547443107135405,0.2909159512847427,0.19976544549076242,0.25745292981283213,0.3727863610134767,0.0,0.14664238318298525,0.11082340365921164,0.36720457426863873,0.128947637602938,0.09076719833570066,0.10182367808781398,0.0877928763764058,0.17716682254656319,0.0913558328492132,0.0893850041948964,0.1364022706810765,0.12040330553786098
R_DBZ,0.14554164828896163,0.251925849504002,0.05466235754454424,0.42159499630512526,0.25363719692301334,0.3246978498621192,0.3791232799218542,0.465304360367893,0.061890094298708044,0.1011664143583521,0.22414124680704595,0.25189437317952373,0.20207360971963448,0.21805704804869383,0.11322466523313998,0.1315312433367316,0.3940432574934219,0.31006313920921874,0.052084404548742386,0.11643912004596933,0.3178630609038014,0.1575613379905189,0.08440024813386303,0.059800163811562106,0.22524398898581427,0.21369500789488055,0.4448523020760099,0.07838620995337356,0.23092777966075906,0.3086582603478169,0.18098378637143936,0.46640951657986934,0.25801670721803743,0.10675074373263953,0.08383996626843658,0.05003961262035405,0.32601205611689527,0.14664238318298525,0.0,0.2019953319025496,0.08546935060905034,0.2577449900851069,0.05066791063161712,0.24764131731764671,0.04510075863730803,0.28657842848530285,0.22585287837694484,0.22487640314325588,0.32911388099308914,0.1026646554374392
R_DMT,0.2659023933150817,0.07745674088923661,0.13668610407258386,0.12190976105298984,0.36646314581148415,0.09530850814496417,0.5776658260656634,0.12220233957105835,0.30381712988675696,0.2939534555109614,0.15849898861618025,0.26372731404555755,0.4809324043789336,0.54288905632882,0.22787218553698949,0.17653155761482778,0.10395974335213254,0.07836642499538875,0.17069505973009483,0.13307548836086497,0.10847383170670441,0.1892933441078688,0.21142300322652818,0.1717577108394918,0.1434919426063019,0.26908145549190626,0.18714726830588543,0.14108859882147362,0.482673781741871,0.3335833236056466,0.10203276625301928,0.12825633877079853,0.1631937412530695,0.2528898347199116,0.21262140784509367,0.2632190792255048,0.2739207344277277,0.11082340365921164,0.2019953319025496,0.0,0.3734045666608318,0.07053426403424959,0.12237823613253801,0.1000786849815045,0.1256897498235345,0.14895011032405747,0.08914075002814013,0.16791658393185854,0.09153831669517423,0.1172973931849919
R_DNW,0.16217880412237745,0.3856756479869706,0.15828378986999023,0.5032207348111273,0.24372574065036606,0.42848887289275955,0.319653452484383,0.5067874774247433,0.052865965842973345,0.11939048370417792,0.551147688287627,0.27288220894917453,0.15972565573651842,0.19693995747858617,0.1354942913160608,0.2256446203978828,0.46686448843422357,0.4291902213437728,0.08679951791840251,0.1824923877521306,0.3858379138119432,0.2060427000306697,0.1367469994664795,0.12022872804578269,0.2801951903750929,0.22265964253550277,0.4980420144481964,0.15161905121740385,0.21395283867229087,0.3400099293533699,0.27660565717107616,0.525432016103786,0.3155285637552389,0.12300260662926454,0.11184198382424095,0.04119320781852806,0.3557732805873171,0.36720457426863873,0.08546935060905034,0.3734045666608318,0.0,0.39838041652261935,0.133421612541257,0.42841582733919537,0.15119620805465608,0.365423784959419,0.4284276143126338,0.416338247046129,0.4714147812811305,0.21091083001014296
R_DTF,0.3083239610863533,0.06567558691384665,0.14824120711299882,0.17541592727214803,0.39197394562436716,0.006085979178513126,0.6107947140090224,0.20347801809973967,0.33256853396284614,0.3042309838629152,0.17011110135444052,0.3025634249805841,0.47887162880706563,0.5586013202716975,0.24420925586832562,0.1931708474094298,0.11066372659362325,0.04924095923800806,0.20695953378329696,0.1630741673506912,0.13422524234522418,0.21794680528834298,0.24137162040426471,0.2280418060069347,0.17361366933663697,0.29310433660187374,0.2290020656916267,0.16055959031179995,0.4950241608510227,0.36748018686359135,0.1384639613834643,0.137517145390488,0.21042286873354427,0.2841801758970537,0.23378835830311862,0.30692023015990977,0.3216063713365406,0.128947637602938,0.2577449900851069,0.07053426403424959,0.39838041652261935,0.0,0.13823890857901022,0.12883923375233094,0.1507080878897974,0.10526664362436478,0.12030304595381949,0.07232660817337086,0.13680619513442369,0.14786401794055595
R_DTS,0.1742221656107345,0.1294977918512806,0.09199722398317975,0.24166061551527765,0.21343026542352445,0.17352901664309847,0.40704074148007185,0.2666897711942259,0.10524084621225306,0.11800711640114714,0.1833871437470452,0.27830205371950034,0.2110538703603702,0.27921925339980436,0.07560628943641975,0.15415082432213698,0.2099716482568187,0.1527184725693797,0.03453977736872598,0.05182457320811616,0.17950054186830536,0.09596357425852388,0.10239800806728824,0.08327396171359205,0.17372162928917514,0.20508903978327928,0.3330623417438671,0.02537249529274751,0.2929037381612442,0.3469151852674893,0.19679564199348532,0.25389354973392014,0.21149543225878756,0.13508643741026227,0.04622159047171635,0.09911769015306612,0.36041734490766114,0.09076719833570066,0.05066791063161712,0.12237823613253801,0.133421612541257,0.13823890857901022,0.0,0.16705973465018023,0.014526316973985473,0.11188635866995503,0.16067526946817268,0.1719032568431711,0.20438494804815954,0.10093801314947282
R_DVH,0.3447782031698588,0.13389243179279586,0.17330449856914196,0.09132139779716165,0.4442891680060529,0.15008708793135553,0.6574047335387349,0.19781827283760442,0.36233260298639625,0.3363955325191948,0.09047412290639686,0.3570809613725229,0.5124922547674643,0.6174363068503784,0.2908306044183012,0.16196663516113197,0.18314499539633528,0.1448183368533775,0.22925127457798528,0.1882922613495553,0.19819998057774893,0.2525539581378493,0.2577270563245362,0.2420030055373463,0.24999832861525126,0.33529981021429545,0.32819515555776596,0.18162251464031545,0.5454076054132366,0.40962437558604625,0.17648412615755465,0.2071291888163558,0.2703382940046033,0.3276963679110093,0.2637884045390935,0.3211393205778391,0.3492153291252308,0.10182367808781398,0.24764131731764671,0.1000786849815045,0.42841582733919537,0.12883923375233094,0.16705973465018023,0.0,0.1653171925399002,0.1958404142216441,0.031593673783733636,0.1827962900144553,0.04125586101737818,0.15258228367131105
R_DXQ,0.18492332068730666,0.15812682088978047,0.06485651124792964,0.26899480503964557,0.24983702352545037,0.18858944855245505,0.4396015777681097,0.32324814487159464,0.1190561972764564,0.1219895123314916,0.17334103198424503,0.26938872305488226,0.23522995224695553,0.31291153841785363,0.10106721296080065,0.126926363104631,0.24969889940073337,0.1864716354004439,0.0457916501311664,0.06989218761633625,0.21835792678537022,0.11403118866674397,0.07750605280710096,0.07404719738650387,0.18863839797397786,0.22437374928249668,0.37080338441945415,0.022082464688507688,0.306127132163067,0.32979765809501516,0.190762337316208,0.3146740030451294,0.21760840516514826,0.13332232516480377,0.07341304241646193,0.10824592122781032,0.34273913642119835,0.0877928763764058,0.04510075863730803,0.1256897498235345,0.15119620805465608,0.1507080878897974,0.014526316973985473,0.1653171925399002,0.0,0.14598719865634116,0.15359350851510734,0.16273952589942792,0.21352816992864912,0.08966271539289632
R_DXV,0.3430254151180764,0.10642225225421559,0.22356360547943682,0.20046827386873378,0.243520363753428,0.12594650430557416,0.5393449333269015,0.25300178066381623,0.33621124121812845,0.2966946199715038,0.2839527169069625,0.3265753478606711,0.3407392554865798,0.4873114950554299,0.14244050925818333,0.2621234159707615,0.13897506814682756,0.06942117244577627,0.1548574373454131,0.09471932585797992,0.15877411401640376,0.12809046468113813,0.26201594944536805,0.27470154973703464,0.20187633031611654,0.2549859873831919,0.33460332576707635,0.1295296851893763,0.4943277708310284,0.4118251089946141,0.24565513118838922,0.1756526169077251,0.2298129253989898,0.31067147309595067,0.14860159067698842,0.3315967310916912,0.3774928127802398,0.17716682254656319,0.28657842848530285,0.14895011032405747,0.365423784959419,0.10526664362436478,0.11188635866995503,0.1958404142216441,0.14598719865634116,0.0,0.21682622104660884,0.2058122311494461,0.237997388406784,0.20198018330572268
R_EAM,0.341277929272368,0.12882326480400363,0.16848503398734135,0.09840170790510674,0.4438114297517907,0.14196882513229173,0.6663506209231793,0.22503902404805198,0.35663593558226514,0.3458898189306993,0.057788826025309215,0.36185605049941977,0.5340505233181629,0.6094261482574069,0.2903124480922953,0.15739780827921335,0.17789301327285592,0.13228532072929497,0.21809724976652287,0.19401587611278875,0.20220549314852,0.2638957160859556,0.26282960823322776,0.21847184544935422,0.24429149591004726,0.35469222571879594,0.32509411426169726,0.18114819906452284,0.5431346712104002,0.42535075850268,0.17215714006009736,0.21759966727344618,0.25945871105523277,0.31978704624079235,0.2632702482130876,0.316037884921013,0.36398202846793337,0.0913558328492132,0.22585287837694484,0.08914075002814013,0.4284276143126338,0.12030304595381949,0.16067526946817268,0.031593673783733636,0.15359350851510734,0.21682622104660884,0.0,0.18129575799247827,0.02157198258193929,0.15675568487201147
R_EBT,0.35975379562317816,0.18065054764640376,0.17238028156529328,0.27984382984274925,0.4661683575558017,0.08094676015064392,0.6950605131519696,0.33108153570524723,0.3389593168242895,0.35810040112242536,0.0892163606189074,0.40010213680485474,0.5528753085573356,0.607171830882139,0.3018314979434021,0.21730992186172426,0.25069617894092944,0.18517351301978238,0.21229567268992014,0.2061566046180245,0.27000287238001935,0.2804596070887576,0.2825685748498997,0.23020077876290923,0.2698543365246059,0.3885248873990319,0.3781824191250405,0.1932724561928263,0.548090621193945,0.4715070230764607,0.21421357279153858,0.31310832914817044,0.30615485778113716,0.32072687321722876,0.2657297489940768,0.3017405594038073,0.423061258279379,0.0893850041948964,0.22487640314325588,0.16791658393185854,0.416338247046129,0.07232660817337086,0.1719032568431711,0.1827962900144553,0.16273952589942792,0.2058122311494461,0.18129575799247827,0.0,0.24476195167847936,0.18403618718704748
R_EER,0.3913640683047644,0.14999443216417885,0.21353147181920465,0.0999388596860307,0.4710362846605119,0.15921952745998336,0.6841958374990939,0.20354996034150613,0.4088657307475629,0.376985995154707,0.10685388317949598,0.3709750187385465,0.5726401732599565,0.645261063330682,0.3216121471643472,0.20244424611107664,0.19311500895971603,0.14474660724916938,0.2801418916840074,0.23927058035269153,0.21607366148468216,0.29064292452684254,0.3140990574110459,0.3123512059432388,0.25186116957202626,0.36903277969769566,0.31550610379916394,0.22748414507008735,0.5759680603704416,0.4368236184687783,0.18944147931510108,0.21482072071653432,0.27079457749434804,0.3665889766859428,0.3125846914426557,0.3852134873235755,0.37231882010987377,0.1364022706810765,0.32911388099308914,0.09153831669517423,0.4714147812811305,0.13680619513442369,0.20438494804815954,0.04125586101737818,0.21352816992864912,0.237997388406784,0.02157198258193929,0.24476195167847936,0.0,0.20141507262085837
R_EIH,0.1445542696521779,0.11175475418284711,0.06467029956178393,0.2141933510086816,0.24721918638947452,0.18037399577374955,0.32205391256599736,0.19238615064749423,0.20180924443227277,0.10504086336390259,0.19017195029022976,0.13564564817256478,0.17239659126678702,0.3194117498550662,0.13722003265101246,0.09836329018749307,0.2151852864578186,0.16167365898975733,0.12753901108654758,0.13095424607398226,0.21909570543483448,0.13335463981709933,0.07259413594355038,0.09791680658337734,0.1824321944149524,0.12566609930229805,0.27228400420696375,0.0964510085743841,0.2773353292360095,0.15069775170134325,0.10355407382614064,0.23617171991639907,0.15884299472311,0.1515475178366189,0.1473977654288888,0.16800964088592849,0.13184957334647243,0.12040330553786098,0.1026646554374392,0.1172973931849919,0.21091083001014296,0.14786401794055595,0.10093801314947282,0.15258228367131105,0.08966271539289632,0.20198018330572268,0.15675568487201147,0.18403618718704748,0.20141507262085837,0.0
